ue_index,signature_valid,policy_compliant
13204,True,True
13205,True,True
13206,True,True
13207,True,True
13208,True,True
13209,True,True
13210,True,True
13211,True,True
13212,True,True
13213,True,True
13214,True,True
13215,True,True
13216,True,True
13217,True,True
13218,True,True
13219,True,True
13220,True,True
13221,True,True
13222,True,True
13223,True,True
13224,True,True
13225,True,True
13226,True,True
13227,True,True
13228,True,True
13229,True,True
13230,True,True
13231,True,True
13232,True,True
13233,True,True
13234,True,True
13235,True,True
13236,True,True
13237,True,True
13238,True,True
13239,True,True
13240,True,True
13241,True,True
13242,True,True
13243,True,True
13244,True,True
13245,True,True
13246,True,True
13247,True,True
13248,True,True
13249,True,True
13250,True,True
13251,True,True
13252,True,True
13253,True,True
13254,True,True
13255,True,True
13256,True,True
13257,True,True
13258,True,True
13259,True,True
13260,True,True
13261,True,True
13262,True,True
13263,True,True
13264,True,True
13265,True,True
13266,True,True
13267,True,True
13268,True,True
13269,True,True
13270,True,True
13271,True,True
13272,True,True
13273,True,True
13274,True,True
13275,True,True
13276,True,True
13277,True,True
13278,True,True
13279,True,True
13280,True,True
13281,True,True
13282,True,True
13283,True,True
13284,True,True
13285,True,True
13286,True,True
13287,True,True
13288,True,True
13289,True,True
13290,True,True
13291,True,True
13292,True,True
13293,True,True
13294,True,True
13295,True,True
13296,True,True
13297,True,True
13298,True,True
13299,True,True
13300,True,True
13301,True,True
13302,True,True
13303,True,True
13304,True,True
13305,True,True
13306,True,True
13307,True,True
13308,True,True
13309,True,True
13310,True,True
13311,True,True
13312,True,True
13313,True,True
13314,True,True
13315,True,True
13316,True,True
13317,True,True
13318,True,True
13319,True,True
13320,True,True
13321,True,True
13322,True,True
13323,True,True
13324,True,True
13325,True,True
13326,True,True
13327,True,True
13328,True,True
13329,True,True
13330,True,True
13331,True,True
13332,True,True
13333,True,True
13334,True,True
13335,True,True
13336,True,True
13337,True,True
13338,True,True
13339,True,True
13340,True,True
13341,True,True
13342,True,True
13343,True,True
13344,True,True
13345,True,True
13346,True,True
13347,True,True
13348,True,True
13349,True,True
13350,True,True
13351,True,True
13352,True,True
13353,True,True
13354,True,True
13355,True,True
13356,True,True
13357,True,True
13358,True,True
13359,True,True
13360,True,True
13361,True,True
13362,True,True
13363,True,True
13364,True,True
13365,True,True
13366,True,True
13367,True,True
13368,True,True
13369,True,True
13370,True,True
13371,True,True
13372,True,True
13373,True,True
13374,True,True
13375,True,True
13376,True,True
13377,True,True
13378,True,True
13379,True,True
13380,True,True
13381,True,True
13382,True,True
13383,True,True
13384,True,True
13385,True,True
13386,True,True
13387,True,True
13388,True,True
13389,True,True
13390,True,True
13391,True,True
13392,True,True
13393,True,True
13394,True,True
13395,True,True
13396,True,True
13397,True,True
13398,True,True
13399,True,True
13400,True,True
13401,True,True
13402,True,True
13403,True,True
13404,True,True
13405,True,True
13406,True,True
13407,True,True
13408,True,True
13409,True,True
13410,True,True
13411,True,True
13412,True,True
13413,True,True
13414,True,True
13415,True,True
13416,True,True
13417,True,True
13418,True,True
13419,True,True
13420,True,True
13421,True,True
13422,True,True
13423,True,True
13424,True,True
13425,True,True
13426,True,True
13427,True,True
13428,True,True
13429,True,True
13430,True,True
13431,True,True
13432,True,True
13433,True,True
13434,True,True
13435,True,True
13436,True,True
13437,True,True
13438,True,True
13439,True,True
13440,True,True
13441,True,True
13442,True,True
13443,True,True
13444,True,True
13445,True,True
13446,True,True
13447,True,True
13448,True,True
13449,True,True
13450,True,True
13451,True,True
13452,True,True
13453,True,True
13454,True,True
13455,True,True
13456,True,True
13457,True,True
13458,True,True
13459,True,True
13460,True,True
13461,True,True
13462,True,True
13463,True,True
13464,True,True
13465,True,True
13466,True,True
13467,True,True
13468,True,True
13469,True,True
13470,True,True
13471,True,True
13472,True,True
13473,True,True
13474,True,True
13475,True,True
13476,True,True
13477,True,True
13478,True,True
13479,True,True
13480,True,True
13481,True,True
13482,True,True
13483,True,True
13484,True,True
13485,True,True
13486,True,True
13487,True,True
13488,True,True
13489,True,True
13490,True,True
13491,True,True
13492,True,True
13493,True,True
13494,True,True
13495,True,True
13496,True,True
13497,True,True
13498,True,True
13499,True,True
13500,True,True
13501,True,True
13502,True,True
13503,True,True
13504,True,True
13505,True,True
13506,True,True
13507,True,True
13508,True,True
13509,True,True
13510,True,True
13511,True,True
13512,True,True
13513,True,True
13514,True,True
13515,True,True
13516,True,True
13517,True,True
13518,True,True
13519,True,True
13520,True,True
13521,True,True
13522,True,True
13523,True,True
13524,True,True
13525,True,True
13526,True,True
13527,True,True
13528,True,True
13529,True,True
13530,True,True
13531,True,True
13532,True,True
13533,True,True
13534,True,True
13535,True,True
13536,True,True
13537,True,True
13538,True,True
13539,True,True
13540,True,True
13541,True,True
13542,True,True
13543,True,True
13544,True,True
13545,True,True
13546,True,True
13547,True,True
13548,True,True
13549,True,True
13550,True,True
13551,True,True
13552,True,True
13553,True,True
13554,True,True
13555,True,True
13556,True,True
13557,True,True
13558,True,True
13559,True,True
13560,True,True
13561,True,True
13562,True,True
13563,True,True
13564,True,True
13565,True,True
13566,True,True
13567,True,True
13568,True,True
13569,True,True
13570,True,True
13571,True,True
13572,True,True
13573,True,True
13574,True,True
13575,True,True
13576,True,True
13577,True,True
13578,True,True
13579,True,True
13580,True,True
13581,True,True
13582,True,True
13583,True,True
13584,True,True
13585,True,True
13586,True,True
13587,True,True
13588,True,True
13589,True,True
13590,True,True
13591,True,True
13592,True,True
13593,True,True
13594,True,True
13595,True,True
13596,True,True
13597,True,True
13598,True,True
13599,True,True
13600,True,True
13601,True,True
13602,True,True
13603,True,True
13604,True,True
13605,True,True
13606,True,True
13607,True,True
13608,True,True
13609,True,True
13610,True,True
13611,True,True
13612,True,True
13613,True,True
13614,True,True
13615,True,True
13616,True,True
13617,True,True
13618,True,True
13619,True,True
13620,True,True
13621,True,True
13622,True,True
13623,True,True
13624,True,True
13625,True,True
13626,True,True
13627,True,True
13628,True,True
13629,True,True
13630,True,True
13631,True,True
13632,True,True
13633,True,True
13634,True,True
13635,True,True
13636,True,True
13637,True,True
13638,True,True
13639,True,True
13640,True,True
13641,True,True
13642,True,True
13643,True,True
13644,True,True
13645,True,True
13646,True,True
13647,True,True
13648,True,True
13649,True,True
13650,True,True
13651,True,True
13652,True,True
13653,True,True
13654,True,True
13655,True,True
13656,True,True
13657,True,True
13658,True,True
13659,True,True
13660,True,True
13661,True,True
13662,True,True
13663,True,True
13664,True,True
13665,True,True
13666,True,True
13667,True,True
13668,True,True
13669,True,True
13670,True,True
13671,True,True
13672,True,True
13673,True,True
13674,True,True
13675,True,True
13676,True,True
13677,True,True
13678,True,True
13679,True,True
13680,True,True
13681,True,True
13682,True,True
13683,True,True
13684,True,True
13685,True,True
13686,True,True
13687,True,True
13688,True,True
13689,True,True
13690,True,True
13691,True,True
13692,True,True
13693,True,True
13694,True,True
13695,True,True
13696,True,True
13697,True,True
13698,True,True
13699,True,True
13700,True,True
13701,True,True
13702,True,True
13703,True,True
13704,True,True
13705,True,True
13706,True,True
13707,True,True
13708,True,True
13709,True,True
13710,True,True
13711,True,True
13712,True,True
13713,True,True
13714,True,True
13715,True,True
13716,True,True
13717,True,True
13718,True,True
13719,True,True
13720,True,True
13721,True,True
13722,True,True
13723,True,True
13724,True,True
13725,True,True
13726,True,True
13727,True,True
13728,True,True
13729,True,True
13730,True,True
13731,True,True
13732,True,True
13733,True,True
13734,True,True
13735,True,True
13736,True,True
13737,True,True
13738,True,True
13739,True,True
13740,True,True
13741,True,True
13742,True,True
13743,True,True
13744,True,True
13745,True,True
13746,True,True
13747,True,True
13748,True,True
13749,True,True
13750,True,True
13751,True,True
13752,True,True
13753,True,True
13754,True,True
13755,True,True
13756,True,True
13757,True,True
13758,True,True
13759,True,True
13760,True,True
13761,True,True
13762,True,True
13763,True,True
13764,True,True
13765,True,True
13766,True,True
13767,True,True
13768,True,True
13769,True,True
13770,True,True
13771,True,True
13772,True,True
13773,True,True
13774,True,True
13775,True,True
13776,True,True
13777,True,True
13778,True,True
13779,True,True
13780,True,True
13781,True,True
13782,True,True
13783,True,True
13784,True,True
13785,True,True
13786,True,True
13787,True,True
13788,True,True
13789,True,True
13790,True,True
13791,True,True
13792,True,True
13793,True,True
13794,True,True
13795,True,True
13796,True,True
13797,True,True
13798,True,True
13799,True,True
13800,True,True
13801,True,True
13802,True,True
13803,True,True
13804,True,True
13805,True,True
13806,True,True
13807,True,True
13808,True,True
13809,True,True
13810,True,True
13811,True,True
13812,True,True
13813,True,True
13814,True,True
13815,True,True
13816,True,True
13817,True,True
13818,True,True
13819,True,True
13820,True,True
13821,True,True
13822,True,True
13823,True,True
13824,True,True
13825,True,True
13826,True,True
13827,True,True
13828,True,True
13829,True,True
13830,True,True
13831,True,True
13832,True,True
13833,True,True
13834,True,True
13835,True,True
13836,True,True
13837,True,True
13838,True,True
13839,True,True
13840,True,True
13841,True,True
13842,True,True
13843,True,True
13844,True,True
13845,True,True
13846,True,True
13847,True,True
13848,True,True
13849,True,True
13850,True,True
13851,True,True
13852,True,True
13853,True,True
13854,True,True
13855,True,True
13856,True,True
13857,True,True
13858,True,True
13859,True,True
13860,True,True
13861,True,True
13862,True,True
13863,True,True
13864,True,True
13865,True,True
13866,True,True
13867,True,True
13868,True,True
13869,True,True
13870,True,True
13871,True,True
13872,True,True
13873,True,True
13874,True,True
13875,True,True
13876,True,True
13877,True,True
13878,True,True
13879,True,True
13880,True,True
13881,True,True
13882,True,True
13883,True,True
13884,True,True
13885,True,True
13886,True,True
13887,True,True
13888,True,True
13889,True,True
13890,True,True
13891,True,True
13892,True,True
13893,True,True
13894,True,True
13895,True,True
13896,True,True
13897,True,True
13898,True,True
13899,True,True
13900,True,True
13901,True,True
13902,True,True
13903,True,True
13904,True,True
13905,True,True
13906,True,True
13907,True,True
13908,True,True
13909,True,True
13910,True,True
13911,True,True
13912,True,True
13913,True,True
13914,True,True
13915,True,True
13916,True,True
13917,True,True
13918,True,True
13919,True,True
13920,True,True
13921,True,True
13922,True,True
13923,True,True
13924,True,True
13925,True,True
13926,True,True
13927,True,True
13928,True,True
13929,True,True
13930,True,True
13931,True,True
13932,True,True
13933,True,True
13934,True,True
13935,True,True
13936,True,True
13937,True,True
13938,True,True
13939,True,True
13940,True,True
13941,True,True
13942,True,True
13943,True,True
13944,True,True
13945,True,True
13946,True,True
13947,True,True
13948,True,True
13949,True,True
13950,True,True
13951,True,True
13952,True,True
13953,True,True
13954,True,True
13955,True,True
13956,True,True
13957,True,True
13958,True,True
13959,True,True
13960,True,True
13961,True,True
13962,True,True
13963,True,True
13964,True,True
13965,True,True
13966,True,True
13967,True,True
13968,True,True
13969,True,True
13970,True,True
13971,True,True
13972,True,True
13973,True,True
13974,True,True
13975,True,True
13976,True,True
13977,True,True
13978,True,True
13979,True,True
13980,True,True
13981,True,True
13982,True,True
13983,True,True
13984,True,True
13985,True,True
13986,True,True
13987,True,True
13988,True,True
13989,True,True
13990,True,True
13991,True,True
13992,True,True
13993,True,True
13994,True,True
13995,True,True
13996,True,True
13997,True,True
13998,True,True
13999,True,True
14000,True,True
14001,True,True
14002,True,True
14003,True,True
14004,True,True
14005,True,True
14006,True,True
14007,True,True
14008,True,True
14009,True,True
14010,True,True
14011,True,True
14012,True,True
14013,True,True
14014,True,True
14015,True,True
14016,True,True
14017,True,True
14018,True,True
14019,True,True
14020,True,True
14021,True,True
14022,True,True
14023,True,True
14024,True,True
14025,True,True
14026,True,True
14027,True,True
14028,True,True
14029,True,True
14030,True,True
14031,True,True
14032,True,True
14033,True,True
14034,True,True
14035,True,True
14036,True,True
14037,True,True
14038,True,True
14039,True,True
14040,True,True
14041,True,True
14042,True,True
14043,True,True
14044,True,True
14045,True,True
14046,True,True
14047,True,True
14048,True,True
14049,True,True
14050,True,True
14051,True,True
14052,True,True
14053,True,True
14054,True,True
14055,True,True
14056,True,True
14057,True,True
14058,True,True
14059,True,True
14060,True,True
14061,True,True
14062,True,True
14063,True,True
14064,True,True
14065,True,True
14066,True,True
14067,True,True
14068,True,True
14069,True,True
14070,True,True
14071,True,True
14072,True,True
14073,True,True
14074,True,True
14075,True,True
14076,True,True
14077,True,True
14078,True,True
14079,True,True
14080,True,True
14081,True,True
14082,True,True
14083,True,True
14084,True,True
14085,True,True
14086,True,True
14087,True,True
14088,True,True
14089,True,True
14090,True,True
14091,True,True
14092,True,True
14093,True,True
14094,True,True
14095,True,True
14096,True,True
14097,True,True
14098,True,True
14099,True,True
14100,True,True
14101,True,True
14102,True,True
14103,True,True
14104,True,True
14105,True,True
14106,True,True
14107,True,True
14108,True,True
14109,True,True
14110,True,True
14111,True,True
14112,True,True
14113,True,True
14114,True,True
14115,True,True
14116,True,True
14117,True,True
14118,True,True
14119,True,True
14120,True,True
14121,True,True
14122,True,True
14123,True,True
14124,True,True
14125,True,True
14126,True,True
14127,True,True
14128,True,True
14129,True,True
14130,True,True
14131,True,True
14132,True,True
14133,True,True
14134,True,True
14135,True,True
14136,True,True
14137,True,True
14138,True,True
14139,True,True
14140,True,True
14141,True,True
14142,True,True
14143,True,True
14144,True,True
14145,True,True
14146,True,True
14147,True,True
14148,True,True
14149,True,True
14150,True,True
14151,True,True
14152,True,True
14153,True,True
14154,True,True
14155,True,True
14156,True,True
14157,True,True
14158,True,True
14159,True,True
14160,True,True
14161,True,True
14162,True,True
14163,True,True
14164,True,True
14165,True,True
14166,True,True
14167,True,True
14168,True,True
14169,True,True
14170,True,True
14171,True,True
14172,True,True
14173,True,True
14174,True,True
14175,True,True
14176,True,True
14177,True,True
14178,True,True
14179,True,True
14180,True,True
14181,True,True
14182,True,True
14183,True,True
14184,True,True
14185,True,True
14186,True,True
14187,True,True
14188,True,True
14189,True,True
14190,True,True
14191,True,True
14192,True,True
14193,True,True
14194,True,True
14195,True,True
14196,True,True
14197,True,True
14198,True,True
14199,True,True
14200,True,True
14201,True,True
14202,True,True
14203,True,True
14204,True,True
14205,True,True
14206,True,True
14207,True,True
14208,True,True
14209,True,True
14210,True,True
14211,True,True
14212,True,True
14213,True,True
14214,True,True
14215,True,True
14216,True,True
14217,True,True
14218,True,True
14219,True,True
14220,True,True
14221,True,True
14222,True,True
14223,True,True
14224,True,True
14225,True,True
14226,True,True
14227,True,True
14228,True,True
14229,True,True
14230,True,True
14231,True,True
14232,True,True
14233,True,True
14234,True,True
14235,True,True
14236,True,True
14237,True,True
14238,True,True
14239,True,True
14240,True,True
14241,True,True
14242,True,True
14243,True,True
14244,True,True
14245,True,True
14246,True,True
14247,True,True
14248,True,True
14249,True,True
14250,True,True
14251,True,True
14252,True,True
14253,True,True
14254,True,True
14255,True,True
14256,True,True
14257,True,True
14258,True,True
14259,True,True
14260,True,True
14261,True,True
14262,True,True
14263,True,True
14264,True,True
14265,True,True
14266,True,True
14267,True,True
14268,True,True
14269,True,True
14270,True,True
14271,True,True
14272,True,True
14273,True,True
14274,True,True
14275,True,True
14276,True,True
14277,True,True
14278,True,True
14279,True,True
14280,True,True
14281,True,True
14282,True,True
14283,True,True
14284,True,True
14285,True,True
14286,True,True
14287,True,True
14288,True,True
14289,True,True
14290,True,True
14291,True,True
14292,True,True
14293,True,True
14294,True,True
14295,True,True
14296,True,True
14297,True,True
14298,True,True
14299,True,True
14300,True,True
14301,True,True
14302,True,True
14303,True,True
14304,True,True
14305,True,True
14306,True,True
14307,True,True
14308,True,True
14309,True,True
14310,True,True
14311,True,True
14312,True,True
14313,True,True
14314,True,True
14315,True,True
14316,True,True
14317,True,True
14318,True,True
14319,True,True
14320,True,True
14321,True,True
14322,True,True
14323,True,True
14324,True,True
14325,True,True
14326,True,True
14327,True,True
14328,True,True
14329,True,True
14330,True,True
14331,True,True
14332,True,True
14333,True,True
14334,True,True
14335,True,True
14336,True,True
14337,True,True
14338,True,True
14339,True,True
14340,True,True
14341,True,True
14342,True,True
14343,True,True
14344,True,True
14345,True,True
14346,True,True
14347,True,True
14348,True,True
14349,True,True
14350,True,True
14351,True,True
14352,True,True
14353,True,True
14354,True,True
14355,True,True
14356,True,True
14357,True,True
14358,True,True
14359,True,True
14360,True,True
14361,True,True
14362,True,True
14363,True,True
14364,True,True
14365,True,True
14366,True,True
14367,True,True
14368,True,True
14369,True,True
14370,True,True
14371,True,True
14372,True,True
14373,True,True
14374,True,True
14375,True,True
14376,True,True
14377,True,True
14378,True,True
14379,True,True
14380,True,True
14381,True,True
14382,True,True
14383,True,True
14384,True,True
14385,True,True
14386,True,True
14387,True,True
14388,True,True
14389,True,True
14390,True,True
14391,True,True
14392,True,True
14393,True,True
14394,True,True
14395,True,True
14396,True,True
14397,True,True
14398,True,True
14399,True,True
14400,True,True
14401,True,True
14402,True,True
14403,True,True
14404,True,True
14405,True,True
14406,True,True
14407,True,True
14408,True,True
14409,True,True
14410,True,True
14411,True,True
14412,True,True
14413,True,True
14414,True,True
14415,True,True
14416,True,True
14417,True,True
14418,True,True
14419,True,True
14420,True,True
14421,True,True
14422,True,True
14423,True,True
14424,True,True
14425,True,True
14426,True,True
14427,True,True
14428,True,True
14429,True,True
14430,True,True
14431,True,True
14432,True,True
14433,True,True
14434,True,True
14435,True,True
14436,True,True
14437,True,True
14438,True,True
14439,True,True
14440,True,True
14441,True,True
14442,True,True
14443,True,True
14444,True,True
14445,True,True
14446,True,True
14447,True,True
14448,True,True
14449,True,True
14450,True,True
14451,True,True
14452,True,True
14453,True,True
14454,True,True
14455,True,True
14456,True,True
14457,True,True
14458,True,True
14459,True,True
14460,True,True
14461,True,True
14462,True,True
14463,True,True
14464,True,True
14465,True,True
14466,True,True
14467,True,True
14468,True,True
14469,True,True
14470,True,True
14471,True,True
14472,True,True
14473,True,True
14474,True,True
14475,True,True
14476,True,True
14477,True,True
14478,True,True
14479,True,True
14480,True,True
14481,True,True
14482,True,True
14483,True,True
14484,True,True
14485,True,True
14486,True,True
14487,True,True
14488,True,True
14489,True,True
14490,True,True
14491,True,True
14492,True,True
14493,True,True
14494,True,True
14495,True,True
14496,True,True
14497,True,True
14498,True,True
14499,True,True
14500,True,True
14501,True,True
14502,True,True
14503,True,True
14504,True,True
14505,True,True
14506,True,True
14507,True,True
14508,True,True
14509,True,True
14510,True,True
14511,True,True
14512,True,True
14513,True,True
14514,True,True
14515,True,True
14516,True,True
14517,True,True
14518,True,True
14519,True,True
14520,True,True
14521,True,True
14522,True,True
14523,True,True
14524,True,True
14525,True,True
14526,True,True
14527,True,True
14528,True,True
14529,True,True
14530,True,True
14531,True,True
14532,True,True
14533,True,True
14534,True,True
14535,True,True
14536,True,True
14537,True,True
14538,True,True
14539,True,True
14540,True,True
14541,True,True
14542,True,True
14543,True,True
14544,True,True
14545,True,True
14546,True,True
14547,True,True
14548,True,True
14549,True,True
14550,True,True
14551,True,True
14552,True,True
14553,True,True
14554,True,True
14555,True,True
14556,True,True
14557,True,True
14558,True,True
14559,True,True
14560,True,True
14561,True,True
14562,True,True
14563,True,True
14564,True,True
14565,True,True
14566,True,True
14567,True,True
14568,True,True
14569,True,True
14570,True,True
14571,True,True
14572,True,True
14573,True,True
14574,True,True
14575,True,True
14576,True,True
14577,True,True
14578,True,True
14579,True,True
14580,True,True
14581,True,True
14582,True,True
14583,True,True
14584,True,True
14585,True,True
14586,True,True
14587,True,True
14588,True,True
14589,True,True
14590,True,True
14591,True,True
14592,True,True
14593,True,True
14594,True,True
14595,True,True
14596,True,True
14597,True,True
14598,True,True
14599,True,True
14600,True,True
14601,True,True
14602,True,True
14603,True,True
14604,True,True
14605,True,True
14606,True,True
14607,True,True
14608,True,True
14609,True,True
14610,True,True
14611,True,True
14612,True,True
14613,True,True
14614,True,True
14615,True,True
14616,True,True
14617,True,True
14618,True,True
14619,True,True
14620,True,True
14621,True,True
14622,True,True
14623,True,True
14624,True,True
14625,True,True
14626,True,True
14627,True,True
14628,True,True
14629,True,True
14630,True,True
14631,True,True
14632,True,True
14633,True,True
14634,True,True
14635,True,True
14636,True,True
14637,True,True
14638,True,True
14639,True,True
14640,True,True
14641,True,True
14642,True,True
14643,True,True
14644,True,True
14645,True,True
14646,True,True
14647,True,True
14648,True,True
14649,True,True
14650,True,True
14651,True,True
14652,True,True
14653,True,True
14654,True,True
14655,True,True
14656,True,True
14657,True,True
14658,True,True
14659,True,True
14660,True,True
14661,True,True
14662,True,True
14663,True,True
14664,True,True
14665,True,True
14666,True,True
14667,True,True
14668,True,True
14669,True,True
14670,True,True
14671,True,True
14672,True,True
14673,True,True
14674,True,True
14675,True,True
14676,True,True
14677,True,True
14678,True,True
14679,True,True
14680,True,True
14681,True,True
14682,True,True
14683,True,True
14684,True,True
14685,True,True
14686,True,True
14687,True,True
14688,True,True
14689,True,True
14690,True,True
14691,True,True
14692,True,True
14693,True,True
14694,True,True
14695,True,True
14696,True,True
14697,True,True
14698,True,True
14699,True,True
14700,True,True
14701,True,True
14702,True,True
14703,True,True
14704,True,True
14705,True,True
14706,True,True
14707,True,True
14708,True,True
14709,True,True
14710,True,True
14711,True,True
14712,True,True
14713,True,True
14714,True,True
14715,True,True
14716,True,True
14717,True,True
14718,True,True
14719,True,True
14720,True,True
14721,True,True
14722,True,True
14723,True,True
14724,True,True
14725,True,True
14726,True,True
14727,True,True
14728,True,True
14729,True,True
14730,True,True
14731,True,True
14732,True,True
14733,True,True
14734,True,True
14735,True,True
14736,True,True
14737,True,True
14738,True,True
14739,True,True
14740,True,True
14741,True,True
14742,True,True
14743,True,True
14744,True,True
14745,True,True
14746,True,True
14747,True,True
14748,True,True
14749,True,True
14750,True,True
14751,True,True
14752,True,True
14753,True,True
14754,True,True
14755,True,True
14756,True,True
14757,True,True
14758,True,True
14759,True,True
14760,True,True
14761,True,True
14762,True,True
14763,True,True
14764,True,True
14765,True,True
14766,True,True
14767,True,True
14768,True,True
14769,True,True
14770,True,True
14771,True,True
14772,True,True
14773,True,True
14774,True,True
14775,True,True
14776,True,True
14777,True,True
14778,True,True
14779,True,True
14780,True,True
14781,True,True
14782,True,True
14783,True,True
14784,True,True
14785,True,True
14786,True,True
14787,True,True
14788,True,True
14789,True,True
14790,True,True
14791,True,True
14792,True,True
14793,True,True
14794,True,True
14795,True,True
14796,True,True
14797,True,True
14798,True,True
14799,True,True
14800,True,True
14801,True,True
14802,True,True
14803,True,True
14804,True,True
14805,True,True
14806,True,True
14807,True,True
14808,True,True
14809,True,True
14810,True,True
14811,True,True
14812,True,True
14813,True,True
14814,True,True
14815,True,True
14816,True,True
14817,True,True
14818,True,True
14819,True,True
14820,True,True
14821,True,True
14822,True,True
14823,True,True
14824,True,True
14825,True,True
14826,True,True
14827,True,True
14828,True,True
14829,True,True
14830,True,True
14831,True,True
14832,True,True
14833,True,True
14834,True,True
14835,True,True
14836,True,True
14837,True,True
14838,True,True
14839,True,True
14840,True,True
14841,True,True
14842,True,True
14843,True,True
14844,True,True
14845,True,True
14846,True,True
14847,True,True
14848,True,True
14849,True,True
14850,True,True
14851,True,True
14852,True,True
14853,True,True
14854,True,True
14855,True,True
14856,True,True
14857,True,True
14858,True,True
14859,True,True
14860,True,True
14861,True,True
14862,True,True
14863,True,True
14864,True,True
14865,True,True
14866,True,True
14867,True,True
14868,True,True
14869,True,True
14870,True,True
14871,True,True
14872,True,True
14873,True,True
14874,True,True
14875,True,True
14876,True,True
14877,True,True
14878,True,True
14879,True,True
14880,True,True
14881,True,True
14882,True,True
14883,True,True
14884,True,True
14885,True,True
14886,True,True
14887,True,True
14888,True,True
14889,True,True
14890,True,True
14891,True,True
14892,True,True
14893,True,True
14894,True,True
14895,True,True
14896,True,True
14897,True,True
14898,True,True
14899,True,True
14900,True,True
14901,True,True
14902,True,True
14903,True,True
14904,True,True
14905,True,True
14906,True,True
14907,True,True
14908,True,True
14909,True,True
14910,True,True
14911,True,True
14912,True,True
14913,True,True
14914,True,True
14915,True,True
14916,True,True
14917,True,True
14918,True,True
14919,True,True
14920,True,True
14921,True,True
14922,True,True
14923,True,True
14924,True,True
14925,True,True
14926,True,True
14927,True,True
14928,True,True
14929,True,True
14930,True,True
14931,True,True
14932,True,True
14933,True,True
14934,True,True
14935,True,True
14936,True,True
14937,True,True
14938,True,True
14939,True,True
14940,True,True
14941,True,True
14942,True,True
14943,True,True
14944,True,True
14945,True,True
14946,True,True
14947,True,True
14948,True,True
14949,True,True
14950,True,True
14951,True,True
14952,True,True
14953,True,True
14954,True,True
14955,True,True
14956,True,True
14957,True,True
14958,True,True
14959,True,True
14960,True,True
14961,True,True
14962,True,True
14963,True,True
14964,True,True
14965,True,True
14966,True,True
14967,True,True
14968,True,True
14969,True,True
14970,True,True
14971,True,True
14972,True,True
14973,True,True
14974,True,True
14975,True,True
14976,True,True
14977,True,True
14978,True,True
14979,True,True
14980,True,True
14981,True,True
14982,True,True
14983,True,True
14984,True,True
14985,True,True
14986,True,True
14987,True,True
14988,True,True
14989,True,True
14990,True,True
14991,True,True
14992,True,True
14993,True,True
14994,True,True
14995,True,True
14996,True,True
14997,True,True
14998,True,True
14999,True,True
15000,True,True
15001,True,True
15002,True,True
15003,True,True
15004,True,True
15005,True,True
15006,True,True
15007,True,True
15008,True,True
15009,True,True
15010,True,True
15011,True,True
15012,True,True
15013,True,True
15014,True,True
15015,True,True
15016,True,True
15017,True,True
15018,True,True
15019,True,True
15020,True,True
15021,True,True
15022,True,True
15023,True,True
15024,True,True
15025,True,True
15026,True,True
15027,True,True
15028,True,True
15029,True,True
15030,True,True
15031,True,True
15032,True,True
15033,True,True
15034,True,True
15035,True,True
15036,True,True
15037,True,True
15038,True,True
15039,True,True
15040,True,True
15041,True,True
15042,True,True
15043,True,True
15044,True,True
15045,True,True
15046,True,True
15047,True,True
15048,True,True
15049,True,True
15050,True,True
15051,True,True
15052,True,True
15053,True,True
15054,True,True
15055,True,True
15056,True,True
15057,True,True
15058,True,True
15059,True,True
15060,True,True
15061,True,True
15062,True,True
15063,True,True
15064,True,True
15065,True,True
15066,True,True
15067,True,True
15068,True,True
15069,True,True
15070,True,True
15071,True,True
15072,True,True
15073,True,True
15074,True,True
15075,True,True
15076,True,True
15077,True,True
15078,True,True
15079,True,True
15080,True,True
15081,True,True
15082,True,True
15083,True,True
15084,True,True
15085,True,True
15086,True,True
15087,True,True
15088,True,True
15089,True,True
15090,True,True
15091,True,True
15092,True,True
15093,True,True
15094,True,True
15095,True,True
15096,True,True
15097,True,True
15098,True,True
15099,True,True
15100,True,True
15101,True,True
15102,True,True
15103,True,True
15104,True,True
15105,True,True
15106,True,True
15107,True,True
15108,True,True
15109,True,True
15110,True,True
15111,True,True
15112,True,True
15113,True,True
15114,True,True
15115,True,True
15116,True,True
15117,True,True
15118,True,True
15119,True,True
15120,True,True
15121,True,True
15122,True,True
15123,True,True
15124,True,True
15125,True,True
15126,True,True
15127,True,True
15128,True,True
15129,True,True
15130,True,True
15131,True,True
15132,True,True
15133,True,True
15134,True,True
15135,True,True
15136,True,True
15137,True,True
15138,True,True
15139,True,True
15140,True,True
15141,True,True
15142,True,True
15143,True,True
15144,True,True
15145,True,True
15146,True,True
15147,True,True
15148,True,True
15149,True,True
15150,True,True
15151,True,True
15152,True,True
15153,True,True
15154,True,True
15155,True,True
15156,True,True
15157,True,True
15158,True,True
15159,True,True
15160,True,True
15161,True,True
15162,True,True
15163,True,True
15164,True,True
15165,True,True
15166,True,True
15167,True,True
15168,True,True
15169,True,True
15170,True,True
15171,True,True
15172,True,True
15173,True,True
15174,True,True
15175,True,True
15176,True,True
15177,True,True
15178,True,True
15179,True,True
15180,True,True
15181,True,True
15182,True,True
15183,True,True
15184,True,True
15185,True,True
15186,True,True
15187,True,True
15188,True,True
15189,True,True
15190,True,True
15191,True,True
15192,True,True
15193,True,True
15194,True,True
15195,True,True
15196,True,True
15197,True,True
15198,True,True
15199,True,True
15200,True,True
